data_ref;cod_prestador;nome_prestador;nome_municipio_principal_prestador;uf_prestador;macro_regional_prestador;micro_regional_prestador;nome_municipio_principal_benef;uf_beneficiario;macro_regional_benef;micro_regional_benef;tipo_consulta;qtde_consultas;valor_consultas
2024_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;;;;;URGENCIA;2;100,8
2025_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PASSOS;MG;SUL;PASSOS;URGENCIA;685;59672,0
2024_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DIVINOPOLIS;MG;OESTE;DIVINOPOLIS;URGENCIA;1;50,4
2024_12;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ILICINEA;MG;SUL;BOA ESPERANCA;URGENCIA;2;98,4
2024_1;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PIMENTA;MG;OESTE;FORMIGA;URGENCIA;2;100,8
2024_1;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO ROQUE DE MINAS;MG;SUL;PIUMHI;URGENCIA;2;100,8
2024_11;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;;;;;URGENCIA;10;501,6
2025_10;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BELO ORIENTE;MG;LESTE;IPATINGA;URGENCIA;1;88,0
2025_1;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;COQUEIRAL;MG;SUL;TRES PONTAS;URGENCIA;1;50,4
2024_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DIVINOPOLIS;MG;OESTE;DIVINOPOLIS;URGENCIA;2;100,8
2025_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CRISTALIA;MG;NORTE;MONTES CLAROS;URGENCIA;1;50,4
2025_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PRATAPOLIS;MG;SUL;PASSOS;URGENCIA;12;1056,0
2025_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;FORTALEZA DE MINAS;MG;SUL;PASSOS;URGENCIA;3;256,0
2025_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PIMENTA;MG;OESTE;FORMIGA;URGENCIA;1;88,0
2024_12;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO SEBASTIAO DO PARAISO;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;9;453,6
2024_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;MONTE SANTO DE MINAS;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;2;98,4
2026_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO JOSE DA BARRA;MG;SUL;PASSOS;URGENCIA;9;784,0
2025_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO ROQUE DE MINAS;MG;SUL;PIUMHI;URGENCIA;1;88,0
2024_3;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DELFINOPOLIS;MG;SUL;PASSOS;URGENCIA;8;400,8
2025_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;5;432,0
2024_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CONCEICAO DA APARECIDA;MG;SUL;ALFENAS;URGENCIA;8;403,2
2025_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;GUAXUPE;MG;SUL;ALFENAS;URGENCIA;2;176,0
2024_6;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;GUAXUPE;MG;SUL;ALFENAS;URGENCIA;2;100,8
2024_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PRATAPOLIS;MG;SUL;PASSOS;URGENCIA;9;448,8
2025_12;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;13;1136,0
2024_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BOM DESPACHO;MG;OESTE;BOM DESPACHO;URGENCIA;1;50,4
2024_6;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;NOVA RESENDE;MG;SUL;PASSOS;URGENCIA;14;696,0
2025_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CAMPESTRE;MG;SUL;POCOS DE CALDAS;URGENCIA;1;50,4
2024_10;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;IBIRACI;MG;SUL;PASSOS;URGENCIA;3;148,8
2025_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;NOVA RESENDE;MG;SUL;PASSOS;URGENCIA;16;799,2
2024_3;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;JACUI;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;15;746,4
2025_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DORESOPOLIS;MG;SUL;PIUMHI;URGENCIA;3;264,0
2024_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ALMENARA;MG;NORDESTE;ALMENARA;URGENCIA;1;50,4
2025_12;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;NOVA RESENDE;MG;SUL;PASSOS;URGENCIA;6;520,0
2025_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;GOIANIA;GO;FORAMG;FORAMG;URGENCIA;2;168,0
2024_1;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CAPITOLIO;MG;SUL;PIUMHI;URGENCIA;4;201,6
2024_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO JOSE DA BARRA;MG;SUL;PASSOS;URGENCIA;11;552,0
2025_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CRISTALIA;MG;NORTE;MONTES CLAROS;URGENCIA;3;264,0
2025_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ITAU DE MINAS;MG;SUL;PASSOS;URGENCIA;14;1216,0
2026_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DIVINOPOLIS;MG;OESTE;DIVINOPOLIS;URGENCIA;1;88,0
2025_10;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;5;440,0
2025_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CAPITOLIO;MG;SUL;PIUMHI;URGENCIA;2;176,0
2024_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;MONTES CLAROS;MG;NORTE;MONTES CLAROS;URGENCIA;1;50,4
2025_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;MONTE SANTO DE MINAS;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;2;100,8
2024_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CAMPO DO MEIO;MG;SUL;ALFENAS;URGENCIA;4;201,6
2024_12;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;MACHADO;MG;SUL;ALFENAS;URGENCIA;1;50,4
2026_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PRATAPOLIS;MG;SUL;PASSOS;URGENCIA;16;1392,0
2025_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ILICINEA;MG;SUL;BOA ESPERANCA;URGENCIA;4;201,6
2024_3;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CAMPOS GERAIS;MG;SUL;ALFENAS;URGENCIA;1;50,4
2024_12;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PRATAPOLIS;MG;SUL;PASSOS;URGENCIA;9;451,2
2024_10;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CARMO DO RIO CLARO;MG;SUL;PASSOS;URGENCIA;16;801,6
2025_11;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO ROQUE DE MINAS;MG;SUL;PIUMHI;URGENCIA;1;88,0
2025_1;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ITAU DE MINAS;MG;SUL;PASSOS;URGENCIA;20;996,0
2025_1;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ILICINEA;MG;SUL;BOA ESPERANCA;URGENCIA;3;148,8
2024_1;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ALPINOPOLIS;MG;SUL;PASSOS;URGENCIA;9;444,0
2024_6;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DIVINOPOLIS;MG;OESTE;DIVINOPOLIS;URGENCIA;1;50,4
2025_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CAPETINGA;MG;SUL;PASSOS;URGENCIA;1;88,0
2024_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;IBIRACI;MG;SUL;PASSOS;URGENCIA;3;148,8
2026_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CASSIA;MG;SUL;PASSOS;URGENCIA;14;1192,0
2026_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;GUAXUPE;MG;SUL;ALFENAS;URGENCIA;2;176,0
2024_6;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ALPINOPOLIS;MG;SUL;PASSOS;URGENCIA;15;751,2
2025_1;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CARMO DO RIO CLARO;MG;SUL;PASSOS;URGENCIA;16;799,2
2025_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CONCEICAO DA APARECIDA;MG;SUL;ALFENAS;URGENCIA;3;148,8
2024_3;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;LAGOA DA PRATA;MG;OESTE;LAGOA DA PRATA;URGENCIA;1;50,4
2026_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO SEBASTIAO DO PARAISO;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;11;960,0
2024_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;FORTALEZA DE MINAS;MG;SUL;PASSOS;URGENCIA;9;451,2
2025_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO SEBASTIAO DO PARAISO;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;7;348,0
2024_10;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;LAVRAS;MG;SUL;LAVRAS;URGENCIA;1;50,4
2025_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BOM JESUS DA PENHA;MG;SUL;PASSOS;URGENCIA;1;88,0
2025_6;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;JACUI;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;4;352,0
2025_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ENGENHEIRO NAVARRO;MG;NORTE;BOCAIUVA;URGENCIA;2;98,4
2024_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CARMO DO RIO CLARO;MG;SUL;PASSOS;URGENCIA;13;648,0
2025_11;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;JEQUITINHONHA;MG;NORDESTE;JEQUITINHONHA;URGENCIA;2;168,0
2024_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;TRES PONTAS;MG;SUL;TRES PONTAS;URGENCIA;1;50,4
2025_1;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DIVINOPOLIS;MG;OESTE;DIVINOPOLIS;URGENCIA;1;50,4
2025_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CAMPO DO MEIO;MG;SUL;ALFENAS;URGENCIA;1;88,0
2025_11;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;;;;;URGENCIA;2;176,0
2025_10;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ITAU DE MINAS;MG;SUL;PASSOS;URGENCIA;30;2608,0
2024_11;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BOM JESUS DA PENHA;MG;SUL;PASSOS;URGENCIA;3;151,2
2024_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CAPITOLIO;MG;SUL;PIUMHI;URGENCIA;3;148,8
2024_11;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ITAU DE MINAS;MG;SUL;PASSOS;URGENCIA;31;1545,6
2025_3;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;FORTALEZA DE MINAS;MG;SUL;PASSOS;URGENCIA;6;302,4
2024_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ALFENAS;MG;SUL;ALFENAS;URGENCIA;1;50,4
2024_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;FORTALEZA DE MINAS;MG;SUL;PASSOS;URGENCIA;4;201,6
2024_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;UBERABA;MG;TRIANGULO DO SUL;UBERABA;URGENCIA;2;98,4
2025_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ALPINOPOLIS;MG;SUL;PASSOS;URGENCIA;24;2072,0
2024_6;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DORESOPOLIS;MG;SUL;PIUMHI;URGENCIA;1;50,4
2024_3;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;IBIRACI;MG;SUL;PASSOS;URGENCIA;2;100,8
2024_11;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;MONTES CLAROS;MG;NORTE;MONTES CLAROS;URGENCIA;1;50,4
2025_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CARMO DO RIO CLARO;MG;SUL;PASSOS;URGENCIA;11;549,6
2025_11;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CONTAGEM;MG;CENTRO;CONTAGEM;URGENCIA;1;88,0
2024_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CONTAGEM;MG;CENTRO;CONTAGEM;URGENCIA;2;100,8
2025_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ITAU DE MINAS;MG;SUL;PASSOS;URGENCIA;13;1136,0
2024_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;COQUEIRAL;MG;SUL;TRES PONTAS;URGENCIA;1;50,4
2024_10;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CASSIA;MG;SUL;PASSOS;URGENCIA;2;98,4
2025_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO JOSE DA BARRA;MG;SUL;PASSOS;URGENCIA;8;696,0
2024_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PRATAPOLIS;MG;SUL;PASSOS;URGENCIA;14;703,2
2025_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO JOSE DA BARRA;MG;SUL;PASSOS;URGENCIA;13;650,4
2025_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PIUMHI;MG;SUL;PIUMHI;URGENCIA;1;88,0
2025_12;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DORESOPOLIS;MG;SUL;PIUMHI;URGENCIA;1;88,0
2025_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;AREADO;MG;SUL;ALFENAS;URGENCIA;2;100,8
2024_1;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;2;100,8
2025_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CASSIA;MG;SUL;PASSOS;URGENCIA;8;400,8
2024_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;NOVA RESENDE;MG;SUL;PASSOS;URGENCIA;10;501,6
2024_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CONCEICAO DA APARECIDA;MG;SUL;ALFENAS;URGENCIA;3;151,2
2025_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ALTEROSA;MG;SUL;ALFENAS;URGENCIA;1;88,0
2024_3;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;FORTALEZA DE MINAS;MG;SUL;PASSOS;URGENCIA;3;151,2
2024_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;DELFINOPOLIS;MG;SUL;PASSOS;URGENCIA;1;50,4
2024_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ALFENAS;MG;SUL;ALFENAS;URGENCIA;2;100,8
2024_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;FORTALEZA DE MINAS;MG;SUL;PASSOS;URGENCIA;6;300,0
2025_3;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;JACUI;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;9;448,8
2025_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;MONTES CLAROS;MG;NORTE;MONTES CLAROS;URGENCIA;2;176,0
2024_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;JACUI;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;7;350,4
2025_6;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO JOAO DA PONTE;MG;NORTE;BRASILIA DE MINAS;URGENCIA;1;88,0
2024_6;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CURVELO;MG;CENTRO;CURVELO;URGENCIA;2;100,8
2024_6;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;RIBEIRAO PRETO;SP;FORAMG;FORAMG;URGENCIA;1;50,4
2024_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PRATAPOLIS;MG;SUL;PASSOS;URGENCIA;10;496,8
2024_10;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CARATINGA;MG;LESTE;CARATINGA;URGENCIA;1;50,4
2024_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;IPABA;MG;LESTE;IPATINGA;URGENCIA;2;100,8
2025_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;FORMIGA;MG;OESTE;FORMIGA;URGENCIA;2;176,0
2024_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;FORTALEZA DE MINAS;MG;SUL;PASSOS;URGENCIA;5;249,6
2025_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO ROQUE DE MINAS;MG;SUL;PIUMHI;URGENCIA;1;88,0
2024_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;IBIRACI;MG;SUL;PASSOS;URGENCIA;4;199,2
2025_1;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;URGENCIA;2;100,8
2024_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO ROQUE DE MINAS;MG;SUL;PIUMHI;URGENCIA;3;151,2
2024_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PIUMHI;MG;SUL;PIUMHI;URGENCIA;8;398,4
2024_9;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BELO HORIZONTE;MG;CENTRO;BELO HORIZONTE;URGENCIA;3;151,2
2025_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;JACUI;MG;SUL;SAO SEBASTIAO DO PARAISO;URGENCIA;2;100,8
2025_8;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;GUAPE;MG;SUL;ALFENAS;URGENCIA;10;856,0
2024_11;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;GUAXUPE;MG;SUL;ALFENAS;URGENCIA;1;50,4
2024_7;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CURVELO;MG;CENTRO;CURVELO;URGENCIA;1;50,4
2025_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ITAPETININGA;SP;FORAMG;FORAMG;URGENCIA;1;50,4
2024_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;;;;;URGENCIA;4;201,6
2024_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;BOM JESUS DA PENHA;MG;SUL;PASSOS;URGENCIA;3;148,8
2025_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;CARMO DO RIO CLARO;MG;SUL;PASSOS;URGENCIA;21;1053,6
2025_12;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ALPINOPOLIS;MG;SUL;PASSOS;URGENCIA;18;1552,0
2024_4;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;ARCOS;MG;OESTE;FORMIGA;URGENCIA;1;50,4
2024_5;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;PIUMHI;MG;SUL;PIUMHI;URGENCIA;7;348,0
2026_2;48077;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;PASSOS;MG;SUL;PASSOS;SAO PEDRO DA UNIAO;MG;SUL;PASSOS;URGENCIA;4;344,0
